Selector,Model,Accuracy,Precision,Recall,F1 Score,AUC,Selected Features,Tuned,Tuning Info
ReliefF,SVM,0.8315217391304348,0.8317757009345794,0.8725490196078431,0.8516746411483254,0.9145145863223337,"['exang', 'cp', 'ca', 'thal', 'oldpeak', 'src_hungarian', 'chol', 'src_cleveland', 'slope', 'src_switzerland', 'src_va', 'thalach', 'age', 'sex', 'restecg', 'trestbps', 'fbs']",True,"{'model__C': np.float64(0.30584494295802445), 'model__gamma': 'scale', 'model__kernel': 'rbf'}"
ReliefF,KNN,0.8260869565217391,0.8571428571428571,0.8235294117647058,0.84,0.9054280248684841,"['exang', 'cp', 'ca', 'thal', 'oldpeak', 'src_hungarian', 'chol', 'src_cleveland', 'slope', 'src_switzerland', 'src_va', 'thalach', 'age', 'sex', 'restecg', 'trestbps', 'fbs']",True,"{'model__n_neighbors': 14, 'model__p': 2, 'model__weights': 'uniform'}"
ReliefF,XGBoost,0.8641304347826086,0.9052631578947369,0.8431372549019608,0.8730964467005076,0.9399808703969392,"['exang', 'cp', 'ca', 'thal', 'oldpeak', 'src_hungarian', 'chol', 'src_cleveland', 'slope', 'src_switzerland', 'src_va', 'thalach', 'age', 'sex', 'restecg', 'trestbps', 'fbs']",True,"{'model__subsample': 0.8, 'model__n_estimators': 300, 'model__max_depth': 3, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.8}"
ReliefF,Default Voting,0.8586956521739131,0.8653846153846154,0.8823529411764706,0.8737864077669902,0.9171449067431852,"['exang', 'cp', 'ca', 'thal', 'oldpeak', 'src_hungarian', 'chol', 'src_cleveland', 'slope', 'src_switzerland', 'src_va', 'thalach', 'age', 'sex', 'restecg', 'trestbps', 'fbs']",False,Default base learners
ReliefF,Default Stacking,0.8369565217391305,0.8461538461538461,0.8627450980392157,0.8543689320388349,0.9137972262075562,"['exang', 'cp', 'ca', 'thal', 'oldpeak', 'src_hungarian', 'chol', 'src_cleveland', 'slope', 'src_switzerland', 'src_va', 'thalach', 'age', 'sex', 'restecg', 'trestbps', 'fbs']",False,Default base learners
ReliefF,Optimized Stacking,0.8478260869565217,0.8425925925925926,0.8921568627450981,0.8666666666666667,0.9117647058823529,"['exang', 'cp', 'ca', 'thal', 'oldpeak', 'src_hungarian', 'chol', 'src_cleveland', 'slope', 'src_switzerland', 'src_va', 'thalach', 'age', 'sex', 'restecg', 'trestbps', 'fbs']",True,"{'model__final_estimator__C': 10.0, 'model__passthrough': True}"
PCA,LogReg,0.8260869565217391,0.8645833333333334,0.8137254901960784,0.8383838383838383,0.9106886657101865,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10']",True,"{'model__C': np.float64(0.5645041271999772), 'model__penalty': 'l2', 'model__solver': 'sag'}"
PCA,DecTree,0.7391304347826086,0.8375,0.6568627450980392,0.7362637362637363,0.8173720707795313,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10']",True,"{'model__max_depth': 5, 'model__max_features': 'log2', 'model__min_samples_leaf': 9, 'model__min_samples_split': 18}"
PCA,RandForest,0.8369565217391305,0.8461538461538461,0.8627450980392157,0.8543689320388349,0.9158297465327595,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10']",True,"{'model__n_estimators': 100, 'model__min_samples_split': 5, 'model__min_samples_leaf': 1, 'model__max_features': 'sqrt', 'model__max_depth': 20}"
PCA,SVM,0.8369565217391305,0.8333333333333334,0.8823529411764706,0.8571428571428571,0.9265303682448589,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10']",True,"{'model__C': np.float64(0.30584494295802445), 'model__gamma': 'scale', 'model__kernel': 'rbf'}"
PCA,KNN,0.8532608695652174,0.8865979381443299,0.8431372549019608,0.864321608040201,0.9108082257293161,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10']",True,"{'model__n_neighbors': 14, 'model__p': 2, 'model__weights': 'distance'}"
PCA,XGBoost,0.8532608695652174,0.8947368421052632,0.8333333333333334,0.8629441624365483,0.9181013868962219,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10']",True,"{'model__subsample': 0.8, 'model__n_estimators': 300, 'model__max_depth': 3, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.8}"
PCA,Default Voting,0.8478260869565217,0.8490566037735849,0.8823529411764706,0.8653846153846154,0.9146341463414633,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10']",False,Default base learners
PCA,Default Stacking,0.8478260869565217,0.8490566037735849,0.8823529411764706,0.8653846153846154,0.9201339072214253,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10']",False,Default base learners
PCA,Optimized Stacking,0.842391304347826,0.8288288288288288,0.9019607843137255,0.863849765258216,0.9225251076040172,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10']",True,"{'model__final_estimator__C': 0.01, 'model__passthrough': False}"
